organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference
Litocranius walleri,GCA_006410535.1,representative genome,na,PRJNA438286,SAMN08714484,SJYG00000000.1,69311,69311,na,GRK-570,latest,Scaffold,Major,Full,2019-06-24,GRK,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/535/GCA_006410535.1_GRK,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,79667.0,79667.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Gerenuk,12.0,,x,[100]
Lophiomys imhausi,GCA_907164525.1,representative genome,na,PRJEB44074,SAMEA8491833,CAJQZJ000000000.1,248799,248799,na,na,latest,Scaffold,Major,Full,2021-06-03,mLopImh1.curated_primary_1811,WELLCOME TRUST SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/164/525/GCA_907164525.1_mLopImh1.curated_primary_1811,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,37524.0,37524.0,WELLCOME TRUST SANGER INSTITUTE,Annotation submitted by WELLCOME TRUST SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Crested rat,,7.5,x,[143]
Loris tardigradus,GCA_023783135.1,representative genome,na,PRJNA785018,SAMN23575343,JAKFHQ000000000.1,9468,9468,na,KIZ-2021_12,latest,Contig,Major,Full,2022-06-17,ASM2378313v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/135/GCA_023783135.1_ASM2378313v1,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,3586.0,3586.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,Slender loris,,15.0,x,[100]
Loxodonta africana,GCA_000001905.1,representative genome,na,PRJNA12569,SAMN02953622,AAGU00000000.3,9785,9785,na,ISIS603380,latest,Scaffold,Major,Full,2009-07-15,Loxafr3.0,Broad Institute,GCF_000001905.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/905/GCA_000001905.1_Loxafr3.0,na,na,haploid,vertebrate_mammalian,,,41.0,1.0,2352.0,95866.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,African elephant,70.0,,x,[21] [100]
Lutra lutra,GCA_902655055.2,representative genome,na,PRJEB35339,SAMEA994731,CACRWI000000000.2,9657,9657,na,na,latest,Chromosome,Major,Full,2020-07-31,mLutLut1.2,SC,GCF_902655055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/655/055/GCA_902655055.2_mLutLut1.2,na,na,haploid,vertebrate_mammalian,,,41.5,20.0,43.0,43.0,SC,Annotation submitted by SC,,0.0,0.0,0.0,na, ,Eurasian river otter,,22.0,x,[100]
Lycaon pictus,GCA_004216515.1,representative genome,na,PRJNA488046,SAMN09917439,SIDF00000000.1,9622,9622,ecotype=Zimbabwe,Sister 1,latest,Scaffold,Major,Full,2019-02-20,sis1-161031-pseudohap,Stanford University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/216/515/GCA_004216515.1_sis1-161031-pseudohap,na,na,haploid,vertebrate_mammalian,2137698293.0,2105130983.0,41.0,0.0,1127.0,1127.0,Stanford University,Annotation submitted by Stanford University,,0.0,0.0,0.0,30346553, ,African hunting dog,11.0,,x,[77] [159] [193] [275] [319] [321]
Macaca arctoides,GCA_021188215.1,representative genome,na,PRJNA779036,SAMN23009141,JAJNBW000000000.1,9540,9540,na,LJ-SM-ZOO-2016,latest,Scaffold,Major,Full,2021-12-15,Marc_1.0,Sichuan University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/188/215/GCA_021188215.1_Marc_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,7872.0,7872.0,Sichuan University,Annotation submitted by Sichuan University,,0.0,0.0,0.0,na, ,Stump-tailed macaque (+),,24.0,f,[104]
Macaca fascicularis,GCA_012559485.3,representative genome,na,PRJDB9269,SAMD00204697,BLPH00000000.2,9541,9541,na,CE1976F,latest,Chromosome,Major,Full,2021-10-26,MFA1912RKSv2,Keio University / RIKEN,GCF_012559485.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/559/485/GCA_012559485.3_MFA1912RKSv2,na,na,haploid,vertebrate_mammalian,,,41.0,21.0,400.0,400.0,Keio University / RIKEN,Annotation submitted by Keio University / RIKEN,,0.0,0.0,0.0,34183680, ,Crab-eating monkey,,38.0,x,[100]
Macaca mulatta,GCA_003339765.3,representative genome,na,PRJNA476474,SAMN09435472,QNVO00000000.2,9544,9544,na,AG07107,latest,Chromosome,Major,Full,2019-02-13,Mmul_10,The Genome Institute at Washington University School of Medicine,GCF_003339765.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/339/765/GCA_003339765.3_Mmul_10,na,na,haploid,vertebrate_mammalian,,,41.0,22.0,2978.0,3267.0,The Genome Institute at Washington University School of Medicine,Annotation submitted by The Genome Institute at Washington University School of Medicine,,0.0,0.0,0.0,22367542, ,Rhesus macaque (+),30.0,,x,[100]
Macaca nemestrina,GCA_000956065.1,representative genome,na,PRJNA251427,SAMN03121842,JZLF00000000.1,9545,9545,na,M95218,latest,Scaffold,Major,Full,2015-03-19,Mnem_1.0,Baylor College of Medicine,GCF_000956065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/065/GCA_000956065.1_Mnem_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,9733.0,94057.0,Baylor College of Medicine,Annotation submitted by Baylor College of Medicine,,0.0,0.0,0.0,na, ,Pig-tailed macaque (+),30.0,,x,[100]
Macaca radiata,GCA_963573735.1,representative genome,na,PRJEB67744,SAMEA112483081,CAUYNO000000000.1,9548,9548,na,na,latest,Scaffold,Major,Full,2023-11-03,PGDP_MacRad,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/573/735/GCA_963573735.1_PGDP_MacRad,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,172617.0,172617.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Bonnet macaque (+),20.0,,x,[100]
Macaca silenus,GCA_023807365.1,representative genome,na,PRJNA785018,SAMN23575345,JAKFHO000000000.1,54601,54601,na,KIZ-2021_14,latest,Contig,Major,Full,2022-06-20,ASM2380736v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/365/GCA_023807365.1_ASM2380736v1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,1809.0,1809.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,Lion-tailed macaque (+),30.0,,x,[100]
Macropus fuliginosus,GCA_028583105.1,representative genome,na,PRJNA512907,SAMN10973728,JAQMYV000000000.1,9316,9316,na,Sample1290,latest,Chromosome,Major,Full,2023-02-10,mf-2k,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/583/105/GCA_028583105.1_mf-2k,na,na,haploid,vertebrate_mammalian,,,38.5,8.0,1417799.0,1417799.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Western gray kangaroo,20.0,,x,[100]
Macropus giganteus,GCA_028627215.1,representative genome,na,PRJNA512907,SAMN10973729,JAQQTA000000000.1,9317,9317,na,Sample1143,latest,Chromosome,Major,Full,2023-02-16,mg-2k,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/627/215/GCA_028627215.1_mg-2k,na,na,haploid,vertebrate_mammalian,,,38.5,8.0,1012328.0,1012328.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Eastern gray kangaroo,20.0,,x,[100]
Macrotus californicus,GCA_007922815.1,representative genome,na,PRJNA399440,SAMN07678130,VMDR000000000.1,9419,9419,na,US035,latest,Scaffold,Major,Full,2019-08-08,MacCal_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/922/815/GCA_007922815.1_MacCal_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,44.0,0.0,1125430.0,1125430.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, , ,10.4,,x,[314]
Mandrillus leucophaeus,GCA_000951045.1,representative genome,na,PRJNA251423,SAMN03121813,JYKQ00000000.1,9568,9568,na,KB7577,latest,Scaffold,Major,Full,2015-03-12,Mleu.le_1.0,Baylor College of Medicine,GCF_000951045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/951/045/GCA_000951045.1_Mleu.le_1.0,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,12821.0,246054.0,Baylor College of Medicine,Annotation submitted by Baylor College of Medicine,,0.0,0.0,0.0,na, ,Drill,,33.4,f,[104]
Mandrillus sphinx,GCA_023783085.1,representative genome,na,PRJNA785018,SAMN23575347,JAKFHM000000000.1,9561,9561,na,KIZ-2021_16,latest,Contig,Major,Full,2022-06-17,ASM2378308v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/085/GCA_023783085.1_ASM2378308v1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,2118.0,2118.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,Mandrill,,46.0,x,[100] [116]
Manis crassicaudata,GCA_016801295.1,representative genome,na,PRJNA490788,SAMN10059124,QZMM00000000.1,1496684,1496684,na,PAm2014,latest,Scaffold,Major,Full,2021-02-02,DSBC_Mcra_1.0,DNA Stories Bioinformatics Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/295/GCA_016801295.1_DSBC_Mcra_1.0,na,na,haploid,vertebrate_mammalian,2124325914.0,2085643782.0,41.5,0.0,422412.0,422412.0,DNA Stories Bioinformatics Center,Annotation submitted by DNA Stories Bioinformatics Center,,0.0,0.0,0.0,na,Manidae,Pangolin,,13.5,x,[143]
Martes flavigula,GCA_029410595.1,representative genome,na,PRJNA876626,SAMN30667195,JAODOS000000000.1,74864,74864,na,Sichuan,latest,Chromosome,Major,Full,2023-03-27,ASM2941059v1,Qufu Normal University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/410/595/GCA_029410595.1_ASM2941059v1,na,na,haploid,vertebrate_mammalian,,,41.5,21.0,128.0,128.0,Qufu Normal University,Annotation submitted by Qufu Normal University,,0.0,0.0,0.0,na, ,Yellow-throated marten,,14.0,x,[100] [176] [304]
Martes martes,GCA_963455335.1,representative genome,na,PRJEB65998,SAMEA14268932,CAUOHJ000000000.1,29065,29065,na,na,latest,Chromosome,Major,Full,2023-09-20,mMarMar1.1,WELLCOME SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/455/335/GCA_963455335.1_mMarMar1.1,na,na,haploid,vertebrate_mammalian,,,42.5,20.0,476.0,476.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,European pine marten,,17.0,x,[101] [304]
Martes zibellina,GCA_012583365.1,representative genome,na,PRJNA495455,SAMN10226813,RDFD00000000.1,36722,36722,na,GKM,latest,Scaffold,Major,Full,2020-04-20,ASM1258336v1,Novogene,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/583/365/GCA_012583365.1_ASM1258336v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,15810.0,15810.0,Novogene,Annotation submitted by Novogene,,0.0,0.0,0.0,na, ,Sable,,15.0,x,[100] [101] [228] [304]
Megaptera novaeangliae,GCA_004329385.1,representative genome,na,PRJNA509641,SAMN10585801,RYZJ00000000.1,9773,9773,breed=North Atlantic,ASU/GRON-1,latest,Scaffold,Major,Full,2019-03-06,megNov1,Arizona Cancer Evolution Center (ACE),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/329/385/GCA_004329385.1_megNov1,na,na,haploid,vertebrate_mammalian,,2142225899.0,41.0,0.0,2558.0,2558.0,Arizona Cancer Evolution Center (ACE),Annotation submitted by Arizona Cancer Evolution Center (ACE),,0.0,0.0,0.0,na, ,Humpback whale,77.0,,x,[105]
Meles meles,GCF_922984935.1,representative genome,na,PRJNA796981,SAMEA7524400,CAKLPM000000000.1,9662,9662,na,na,latest,Chromosome,Major,Full,2021-12-19,mMelMel3.1 paternal haplotype,WELLCOME SANGER INSTITUTE,GCA_922984935.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/922/984/935/GCF_922984935.1_mMelMel3.1_paternal_haplotype,na,na,haploid,vertebrate_mammalian,,,42.5,23.0,537.0,537.0,NCBI RefSeq,NCBI Meles meles Annotation Release 100,,31234.0,21063.0,4998.0,17919938, ,Badger,,16.0,x,[100]
Mellivora capensis,GCA_004024625.1,representative genome,na,PRJNA399403,SAMN07678094,PISX000000000.1,9664,9664,na,BS25,latest,Scaffold,Major,Full,2019-01-15,MelCap_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/625/GCA_004024625.1_MelCap_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,2068312.0,2068312.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Honey badger,26.4,,x,[143]
Meriones unguiculatus,GCA_030254825.1,representative genome,na,PRJNA397533,SAMN26787832,JAODIK000000000.1,10047,10047,strain=TT.TT164.6M,na,latest,Chromosome,Major,Full,2023-06-12,Bangor_MerUng_6.1,Bangor University,GCF_030254825.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/825/GCA_030254825.1_Bangor_MerUng_6.1,na,na,haploid,vertebrate_mammalian,,,42.0,23.0,193.0,193.0,Bangor University,Annotation submitted by Bangor University,,0.0,0.0,0.0,37183864, ,Mongolian gerbil (+),,2.0,x,[100]
Mesocricetus auratus,GCA_017639785.1,representative genome,na,PRJNA705675,SAMN18096087,JAFVMI000000000.1,10036,10036,na,SY011,latest,Scaffold,Major,Full,2021-03-30,BCM_Maur_2.0,Baylor College of Medicine Human Genome Sequencing Center,GCF_017639785.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/639/785/GCA_017639785.1_BCM_Maur_2.0,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6346.0,7057.0,Baylor College of Medicine Human Genome Sequencing Center,Annotation submitted by Baylor College of Medicine Human Genome Sequencing Center,,0.0,0.0,0.0,na, ,Golden hamster,10.0,,x,[21]
Mesoplodon densirostris,GCA_025265405.1,representative genome,na,PRJNA873668,SAMN29828597,JANXIL000000000.1,48708,48708,na,mMesDen1,latest,Chromosome,Major,Full,2022-09-19,mMesDen1 primary haplotype,Vertebrate Genomes Project,GCF_025265405.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/265/405/GCA_025265405.1_mMesDen1_primary_haplotype,na,na,haploid,vertebrate_mammalian,,,41.5,22.0,73.0,73.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Beaked whale,27.0,,f,[199]
Microcebus murinus,GCA_000165445.3,representative genome,na,PRJNA19967,SAMN06275470,ABDC00000000.3,30608,30608,na,mixed,latest,Chromosome,Major,Full,2017-02-06,Mmur_3.0,Baylor College of Medicine,GCF_000165445.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/445/GCA_000165445.3_Mmur_3.0,na,na,haploid,vertebrate_mammalian,,,41.0,33.0,7677.0,50982.0,Baylor College of Medicine,Annotation submitted by Baylor College of Medicine,,0.0,0.0,0.0,na, ,Gray lesser mouse lemur,,14.0,x,[192]
Microtus agrestis,GCA_902806775.1,representative genome,na,PRJEB36805,SAMEA6564477,CADCXT000000000.1,29092,29092,na,na,latest,Contig,Major,Full,2020-02-28,Field_vole_promethion_pilon,LIV,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/775/GCA_902806775.1_Field_vole_promethion_pilon,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6993.0,6993.0,LIV,Annotation submitted by LIV,,0.0,0.0,0.0,na, ,Field vole,1.6,3.3,x,[100]
Microtus arvalis,GCA_963919715.1,representative genome,na,PRJEB61066,SAMEA112852992,CAWTZC000000000.1,47230,47230,na,na,latest,Scaffold,Major,Full,2023-12-20,Marv_v2,NORWEGIAN UNIVERSITY OF LIFE SCIENCES,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/919/715/GCA_963919715.1_Marv_v2,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,2537.0,2537.0,NORWEGIAN UNIVERSITY OF LIFE SCIENCES,Annotation submitted by NORWEGIAN UNIVERSITY OF LIFE SCIENCES,,0.0,0.0,0.0,na, ,Common vole,,3.0,x,[100]
Miopithecus talapoin,GCA_028551445.1,representative genome,na,PRJNA512907,SAMN29758772,JAPYXX000000000.1,36231,36231,na,Sample4097,latest,Chromosome,Major,Full,2023-02-09,Miopithecus_talapoin_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/551/445/GCA_028551445.1_Miopithecus_talapoin_HiC,na,na,haploid,vertebrate_mammalian,,,41.0,27.0,651021.0,651021.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Talapoin,,27.7,x,[143]
Mirounga angustirostris,GCA_021288785.3,representative genome,na,PRJNA512907,SAMN13072016,JAJSZF000000000.1,9716,9716,na,JK_09032017,latest,Chromosome,Major,Full,2022-12-21,ASM2128878v3,DNA Zoo,GCF_021288785.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/288/785/GCA_021288785.3_ASM2128878v3,na,na,haploid,vertebrate_mammalian,,,41.5,17.0,142455.0,142455.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Northern elephant seal,14.0,15.0,x,[143]
Mirounga leonina,GCA_011800145.1,representative genome,na,PRJNA587380,SAMN13282320,JAAMPH000000000.1,9715,9715,na,KUSES-001,latest,Scaffold,Major,Full,2020-03-31,KU_Mleo_1.0,Earth Biogenome Project,GCF_011800145.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/800/145/GCA_011800145.1_KU_Mleo_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,1114.0,1114.0,Earth Biogenome Project,Annotation submitted by Earth Biogenome Project,,19733.0,19733.0,0.0,na, ,Southern elephant seal,20.0,,x,[100]
Mirza coquereli,GCA_004024645.1,representative genome,na,PRJNA399404,SAMN07678095,PVHQ00000000.1,47180,47180,na,BS13,latest,Scaffold,Major,Full,2019-01-15,MizCoq_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/645/GCA_004024645.1_MizCoq_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,440879.0,440879.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Coquerel’s dwarf lemur,,15.3,x,[104] [143]
Monodelphis domestica,GCA_027887165.1,representative genome,na,PRJNA915592,SAMN31801966,JAQIHD000000000.1,13616,13616,na,mMonDom1,latest,Chromosome,Major,Full,2023-01-18,mMonDom1.pri,Vertebrate Genomes Project,GCF_027887165.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/887/165/GCA_027887165.1_mMonDom1.pri,na,na,haploid,vertebrate_mammalian,,,38.0,10.0,13.0,13.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Shorttailed opossum,,6.0,x,[100]
Monodon monoceros,GCF_005190385.1,representative genome,na,PRJNA542700,SAMN10872456,SIHG00000000.1,40151,40151,ecotype=Baffin Bay Population,NGI,latest,Scaffold,Major,Full,2019-05-06,NGI_Narwhal_1,The Narwhal Genome Initiative,GCA_005190385.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/190/385/GCF_005190385.1_NGI_Narwhal_1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,6972.0,6972.0,NCBI RefSeq,NCBI Monodon monoceros Annotation Release 100,,25796.0,18377.0,3580.0,na, ,Narwhal,40.0,,x,[18] [65] [192] [194] [255] [305]
Mungos mungo,GCA_004023785.1,representative genome,na,PRJNA399406,SAMN07678097,PISW00000000.1,210652,210652,na,US063,latest,Scaffold,Major,Full,2019-01-15,MunMun_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/023/785/GCA_004023785.1_MunMun_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,312364.0,312364.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Banded mongoose,,12.0,x,[322]
Muntiacus muntjak,GCA_008782695.1,representative genome,na,PRJNA542135,SAMN11611925,VCEA00000000.1,9888,9888,na,UTSW_UCB_Mm,latest,Chromosome,Major,Full,2019-10-07,UCB_Mmun_1.0,"University of California, Berkeley",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/782/695/GCA_008782695.1_UCB_Mmun_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,3.0,25651.0,25651.0,"University of California, Berkeley","Annotation submitted by University of California, Berkeley",,25737.0,25737.0,0.0,32873878, ,Indian muntjac (+),,17.0,x,[100]
Mus minutoides,GCA_902729485.2,representative genome,na,PRJEB35625,SAMEA6377509,CACVCL000000000.1,10105,10105,na,na,latest,Scaffold,Major,Full,2020-09-25,Mus_minutoides_I2396_v1,"INSTITUT DES SCIENCES DE L'EVOLUTION DE MONTPELLIER, UNIVERSITE DE MONTPELLIER, CNRS-EPHE-IRD-UM",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/729/485/GCA_902729485.2_Mus_minutoides_I2396_v1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,66350.0,92356.0,"INSTITUT DES SCIENCES DE L'EVOLUTION DE MONTPELLIER, UNIVERSITE DE MONTPELLIER, CNRS-EPHE-IRD-UM","Annotation submitted by INSTITUT DES SCIENCES DE L'EVOLUTION DE MONTPELLIER, UNIVERSITE DE MONTPELLIER, CNRS-EPHE-IRD-UM",,0.0,0.0,0.0,na, ,Mouse,,3.1,x,[17] [28] [191]
Mus musculus,GCA_000001635.9,reference genome,na,PRJNA20689,na,na,10090,10090,strain=C57BL/6J,na,latest,Chromosome,Major,Full,2020-06-24,GRCm39,Genome Reference Consortium,GCF_000001635.27,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/635/GCA_000001635.9_GRCm39,na,na,haploid,vertebrate_mammalian,,,42.0,21.0,101.0,21254.0,Genome Reference Consortium,Annotation submitted by Genome Reference Consortium,,13.0,13.0,0.0,12954771;19468303;21750661, ,House mouse,6.0,,x,[21]
Muscardinus avellanarius,GCA_963383645.1,representative genome,na,PRJEB65338,SAMEA110180654,CAUJNS000000000.1,39082,39082,na,na,latest,Chromosome,Major,Full,2023-08-26,mMusAve1.1,WELLCOME SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/383/645/GCA_963383645.1_mMusAve1.1,na,na,haploid,vertebrate_mammalian,,,41.5,24.0,212.0,212.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Common dormouse,4.0,6.0,x,[45] [100]
Mustela lutreola,GCA_030435805.1,representative genome,na,PRJNA984926,SAMN35784236,JAUCGO000000000.1,9666,9666,na,mMusLut2,latest,Chromosome,Major,Full,2023-07-13,mMusLut2.pri,Vertebrate Genomes Project,GCF_030435805.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/435/805/GCA_030435805.1_mMusLut2.pri,na,na,haploid,vertebrate_mammalian,,,42.0,20.0,25.0,25.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,37834264, ,European mink,10.0,,x,[100] [228] [304]
Mustela nigripes,GCA_022355385.1,representative genome,na,PRJNA634921,SAMN15012758,JABTCS000000000.1,77151,77151,na,SB6536,latest,Chromosome,Major,Full,2022-02-24,MUSNIG.SB6536,Smithsonian Institution,GCF_022355385.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/355/385/GCA_022355385.1_MUSNIG.SB6536,na,na,haploid,vertebrate_mammalian,,,41.5,19.0,20574.0,20574.0,Smithsonian Institution,Annotation submitted by Smithsonian Institution,,0.0,0.0,0.0,na, ,Black-footed ferret,,12.0,x,[100] [117]
Myocastor coypus,GCA_004027025.1,representative genome,na,PRJNA399346,SAMN07678020,PVJA000000000.1,10157,10157,na,US051,latest,Scaffold,Major,Full,2019-01-16,MyoCoy_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/025/GCA_004027025.1_MyoCoy_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,1669667.0,1669667.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na,Myocastoridae,Nutria,,10.0,x,[186]
Myotis lucifugus,GCA_000147115.1,representative genome,na,PRJNA16951,SAMN02953645,AAPE00000000.2,59463,59463,na,na,latest,Scaffold,Major,Full,2010-09-14,Myoluc2.0,Broad Institute,GCF_000147115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/115/GCA_000147115.1_Myoluc2.0,na,na,haploid,vertebrate_mammalian,2034575300.0,1966419868.0,42.5,0.0,11654.0,72785.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Little brown bat (+),,30.0,x,[151]
Myotis myotis,GCA_014108235.1,representative genome,na,PRJNA628559,SAMN14734277,JABWUV000000000.1,51298,51298,na,mMyoMyo1,latest,Scaffold,Major,Full,2020-08-13,mMyoMyo1.p,Bat1K,GCF_014108235.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/108/235/GCA_014108235.1_mMyoMyo1.p,na,na,haploid,vertebrate_mammalian,2002780556.0,1973827151.0,43.0,0.0,92.0,92.0,Bat1K,Annotation submitted by Bat1K,,21284.0,21284.0,0.0,32699395, ,Greater mouse-eared bat,18.0,,x,[100]
Myotis vivesi,GCA_035771395.1,representative genome,na,PRJNA1021227,SAMN37984258,JAWPEG000000000.1,233766,233766,na,0227,latest,Scaffold,Major,Full,2024-01-17,ASM3577139v1,INSTITUTO POLITECNICO NACIONAL,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/771/395/GCA_035771395.1_ASM3577139v1,na,na,haploid,vertebrate_mammalian,2096544541.0,1966333908.0,42.5,0.0,64503.0,64503.0,INSTITUTO POLITECNICO NACIONAL,Annotation submitted by INSTITUTO POLITECNICO NACIONAL,,0.0,0.0,0.0,na, ,Fish-eating bat,10.0,10.0,x,[313]
