organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count,gc-perc
Phoca vitulina,GCF_004348235.1,representative genome,na,PRJNA605348,SAMN10150265,RXNX00000000.1,9720,9720,na,PV1807,latest,Scaffold,Major,Full,2019-02-11,GSC_HSeal_1.0,Canada's Genome Enterprise (CGEN),GCA_004348235.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/235/GCF_004348235.1_GSC_HSeal_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,5540.0,21601.0,NCBI RefSeq,NCBI Phoca vitulina Annotation Release 100,,28143.0,19993.0,3697.0,1593642;15008398, ,Harbor seal,40.0,,x,[100],2363596144.0,16061.0,0.0,0.0,5541.0,41024070.0,18.0,17280388.0,8072796.0,21602.0,283887.0,2463.0,21443940.0,1.0,5541.0,21602.0,41.5
Phocoena phocoena,GCA_004363495.1,representative genome,na,PRJNA399454,SAMN07678060,RJWQ000000000.1,9742,9742,na,BS71,latest,Scaffold,Major,Full,2019-03-22,PhoPho_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/495/GCA_004363495.1_PhoPho_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,1331158.0,1331158.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Common porpoise,13.0,,x,[84] [85] [86] [192] [290],2701010810,7114,0,0,1331158,115969,6441,44283,399,1338272,89111,8515,711400,0,1331158,1331158,42
Phodopus sungorus,GCA_030556225.1,representative genome,na,PRJNA839344,SAMN28537735,JANBXA000000000.1,10044,10044,breed=Siberian hamster,Psun_Stras_1,latest,Scaffold,Major,Full,2023-07-31,Psun-UiT-1,UiT: The Arctic University of Norway,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/556/225/GCA_030556225.1_Psun-UiT-1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,741.0,741.0,UiT: The Arctic University of Norway,Annotation submitted by UiT: The Arctic University of Norway,,0.0,0.0,0.0,na, ,Striped hairy-footed hamster,,3.2,x,[143],2198086588.0,1.0,0.0,0.0,741.0,55879606.0,12.0,33798968.0,16185268.0,742.0,55879606.0,12.0,10.0,0.0,741.0,741.0,41.5
Physeter catodon,GCA_002837175.5,representative genome,na,PRJNA411766,SAMN07836523,PGGR00000000.2,9755,9755,na,SW-GA,latest,Chromosome,Minor,Full,2023-02-28,ASM283717v5,BGI,GCF_002837175.3,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/175/GCA_002837175.5_ASM283717v5,na,na,haploid,vertebrate_mammalian,,,41.5,21.0,12168.0,133554.0,BGI,Annotation submitted by BGI,,0.0,0.0,0.0,na, ,Sperm whale,77.0,,x,[18] [36] [80] [105] [231] [232] [256],2496209109.0,121387.0,0.0,0.0,12168.0,122182240.0,9.0,91207052.0,81469695.0,133554.0,42877.0,16949.0,104912766.0,21.0,12168.0,133554.0,41.5
Physeter catodon,GCA_002837175.5,representative genome,na,PRJNA411766,SAMN07836523,PGGR00000000.2,9755,9755,na,SW-GA,latest,Chromosome,Minor,Full,2023-02-28,ASM283717v5,BGI,GCF_002837175.3,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/175/GCA_002837175.5_ASM283717v5,na,na,haploid,vertebrate_mammalian,,,41.5,21.0,12168.0,133554.0,BGI,Annotation submitted by BGI,,0.0,0.0,0.0,na, ,Sperm whale,77.0,,x,[18] [36] [80] [105] [231] [232] [256],2496209109.0,121387.0,0.0,0.0,12168.0,122182240.0,9.0,91207052.0,81469695.0,133554.0,42877.0,16949.0,104912766.0,21.0,12168.0,133554.0,41.5
Physeter catodon,GCF_002837175.3,representative genome,na,PRJNA434122,SAMN07836523,PGGR00000000.2,9755,9755,na,SW-GA,latest,Chromosome,Minor,Full,2023-02-28,ASM283717v5,BGI,GCA_002837175.5,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/175/GCF_002837175.3_ASM283717v5,na,na,haploid,vertebrate_mammalian,,,41.5,21.0,12168.0,133554.0,NCBI RefSeq,GCF_002837175.3-RS_2023_04,,29662.0,20411.0,5865.0,10835487, ,Sperm whale,77.0,,x,[18] [36] [80] [105] [231] [232] [256],2496225537.0,121387.0,0.0,0.0,12169.0,122182240.0,9.0,91207052.0,81469695.0,133555.0,42877.0,16949.0,104912766.0,22.0,12169.0,133555.0,41.5
Physeter catodon,GCF_002837175.3,representative genome,na,PRJNA434122,SAMN07836523,PGGR00000000.2,9755,9755,na,SW-GA,latest,Chromosome,Minor,Full,2023-02-28,ASM283717v5,BGI,GCA_002837175.5,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/175/GCF_002837175.3_ASM283717v5,na,na,haploid,vertebrate_mammalian,,,41.5,21.0,12168.0,133554.0,NCBI RefSeq,GCF_002837175.3-RS_2023_04,,29662.0,20411.0,5865.0,10835487, ,Sperm whale,77.0,,x,[18] [36] [80] [105] [231] [232] [256],2496225537.0,121387.0,0.0,0.0,12169.0,122182240.0,9.0,91207052.0,81469695.0,133555.0,42877.0,16949.0,104912766.0,22.0,12169.0,133555.0,41.5
Pipistrellus pipistrellus,GCA_903992545.1,representative genome,na,PRJEB39564,SAMEA994724,CAJEUD000000000.1,59474,59474,na,na,latest,Chromosome,Major,Full,2020-08-06,mPipPip1.1,SC,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/545/GCA_903992545.1_mPipPip1.1,na,na,haploid,vertebrate_mammalian,1763422308.0,1762952943.0,42.5,22.0,322.0,322.0,SC,Annotation submitted by SC,,0.0,0.0,0.0,na, ,Common pipistrelle,9.0,,x,[100],1763439233.0,1545.0,0.0,0.0,323.0,94929986.0,6.0,69386144.0,46231460.0,1868.0,4446752.0,108.0,469365.0,23.0,323.0,323.0,42.5
Pithecia pithecia,GCA_023779675.1,representative genome,na,PRJNA785018,SAMN23575351,JAKFHI000000000.1,43777,43777,na,KIZ-2021_20,latest,Contig,Major,Full,2022-06-17,ASM2377967v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/779/675/GCA_023779675.1_ASM2377967v1,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,1360.0,1360.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,White-faced saki (+),14.0,,x,[100],2721439713.0,0.0,0.0,0.0,1360.0,10867430.0,68.0,0.0,0.0,1360.0,1360.0,40.5,2721439713.0,2721439713.0,0.0,0.0,40.5
Platanista gangetica,GCA_017311385.1,representative genome,na,PRJNA675309,SAMN16703806,JAFDUW000000000.1,118798,118798,na,HRRL_PG_001,latest,Contig,Major,Full,2021-03-09,HRRL_Platanista_gangetica_1.0,Chittagong Veterinary and Animal Sciences University; University of Chittagong (HRRL),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/311/385/GCA_017311385.1_HRRL_Platanista_gangetica_1.0,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,1309164.0,1309164.0,Chittagong Veterinary and Animal Sciences University; University of Chittagong (HRRL),Annotation submitted by Chittagong Veterinary and Animal Sciences University; University of Chittagong (HRRL),,0.0,0.0,0.0,na,Platanistidae,Ganges and Indus dolphins,28.0,,m,[147],2238863808,0,0,0,1309164,3092,207451,0,0,1309164,1309164,2238863808,2238863808,0,0,0,0
Platanista minor,GCA_004363435.1,representative genome,na,PRJNA399467,SAMN07678149,RJWK000000000.1,48752,48752,na,BS66,latest,Scaffold,Major,Full,2019-03-22,PlaMin_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/435/GCA_004363435.1_PlaMin_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,1098790.0,1098790.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Indus dolphin (+),28.0,,x,[192],2671072510.0,11702.0,0.0,0.0,1098790.0,23933.0,31967.0,10204.0,923.0,1110492.0,20879.0,37105.0,1170200.0,0.0,1098790.0,1098790.0,41.5
Plecotus auritus,GCA_963455305.1,representative genome,na,PRJEB65991,SAMEA110056142,CAUOHF000000000.1,61862,61862,na,na,latest,Chromosome,Major,Full,2023-09-20,mPleAur1.1,WELLCOME SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/455/305/GCA_963455305.1_mPleAur1.1,na,na,haploid,vertebrate_mammalian,,,43.0,16.0,64.0,64.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Common long-eared bat,12.0,,x,[100],2163221563.0,1237.0,0.0,0.0,65.0,186501726.0,5.0,156196737.0,62501937.0,1302.0,2948753.0,226.0,247441.0,17.0,65.0,65.0,43.0
Pongo pygmaeus,GCA_028885625.2,representative genome,na,PRJNA916742,SAMN10521809,JAQQLS000000000.2,9600,9600,na,AG05252,latest,Complete Genome,Major,Full,2024-01-08,NHGRI_mPonPyg2-v2.0_pri,"National Human Genome Research Institute, National Institutes of Health",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/885/625/GCA_028885625.2_NHGRI_mPonPyg2-v2.0_pri,na,na,haploid,vertebrate_mammalian,,,41.0,25.0,25.0,25.0,"National Human Genome Research Institute, National Institutes of Health","Annotation submitted by National Human Genome Research Institute, National Institutes of Health",,0.0,0.0,0.0,na, ,Orangutan,59.0,,x,[21],3220935163.0,8.0,0.0,0.0,25.0,143261986.0,9.0,124308952.0,87425153.0,33.0,140592248.0,9.0,8000000.0,25.0,25.0,25.0,41.0
Pongo pygmaeus,GCF_028885625.1,representative genome,na,PRJNA945458,SAMN10521809,JAQQLS000000000.1,9600,9600,na,AG05252,latest,Chromosome,Major,Full,2023-02-28,NHGRI_mPonPyg2-v1.1-hic.freeze_pri,"National Human Genome Research Institute, National Institutes of Health",GCA_028885625.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/885/625/GCF_028885625.1_NHGRI_mPonPyg2-v1.1-hic.freeze_pri,na,na,haploid,vertebrate_mammalian,,,41.0,25.0,1554.0,1593.0,NCBI RefSeq,GCF_028885625.1-RS_2023_04,,39296.0,22044.0,9653.0,na, ,Orangutan,59.0,,x,[21],3249335160.0,39.0,0.0,2.0,1554.0,140977933.0,10.0,104345314.0,62157734.0,1593.0,90555683.0,13.0,4474152.0,25.0,1554.0,1593.0,41.0
Pontoporia blainvillei,GCA_011754075.1,representative genome,na,PRJNA239019,SAMN02649573,PGGH00000000.1,48723,48723,na,BP203,latest,Scaffold,Major,Full,2020-03-25,ASM1175407v1,Universidade do Vale do Itajai (UNIVALI),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/754/075/GCA_011754075.1_ASM1175407v1,na,na,haploid,vertebrate_mammalian,2011747776.0,2006438987.0,41.0,0.0,493481.0,493481.0,Universidade do Vale do Itajai (UNIVALI),Annotation submitted by Universidade do Vale do Itajai (UNIVALI),,4304.0,4296.0,0.0,na,Pontoporiidae,La Plata dolphin,16.0,,x,[30] [107] [108] [150] [192],2011747776,132971,0,0,493481,6929,85936,3639,1832,626452,5888,100720,5308789,0,493481,493481,41
Potos flavus,GCA_028534135.1,representative genome,na,PRJNA512907,SAMN13072023,JAPYYM000000000.1,29067,29067,na,Darwin,latest,Chromosome,Major,Full,2023-02-09,Potos_flavus_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/534/135/GCA_028534135.1_Potos_flavus_HiC,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,841001.0,841001.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Kinkajou,29.0,,x,[100],2465739417.0,37263.0,0.0,0.0,841001.0,121721779.0,9.0,74832362.0,882.0,878264.0,65113.0,10176.0,15311900.0,19.0,841001.0,841001.0,42.0
Prionailurus bengalensis,GCA_016509475.2,representative genome,na,PRJNA682572,SAMN16486448,JADZGN000000000.1,37029,37029,na,Pbe53,latest,Chromosome,Major,Full,2021-01-06,Fcat_Pben_1.1_paternal_pri,Texas A&M University,GCF_016509475.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/509/475/GCA_016509475.2_Fcat_Pben_1.1_paternal_pri,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,83.0,122.0,Texas A&M University,Annotation submitted by Texas A&M University,,0.0,0.0,0.0,33305796, ,Leopard cat,15.0,,x,[100],2435702060.0,56.0,0.0,0.0,83.0,148587958.0,7.0,116110351.0,69230405.0,139.0,82622880.0,11.0,12400.0,19.0,83.0,122.0,42.0
Prionailurus bengalensis,GCF_016509475.1,representative genome,na,PRJNA756971,SAMN16486448,JADZGN000000000.1,37029,37029,na,Pbe53,latest,Chromosome,Major,Full,2021-01-06,Fcat_Pben_1.1_paternal_pri,Texas A&M University,GCA_016509475.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/509/475/GCF_016509475.1_Fcat_Pben_1.1_paternal_pri,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,83.0,122.0,NCBI RefSeq,NCBI Prionailurus bengalensis Annotation Release 100,,30727.0,20003.0,6864.0,33305796, ,Leopard cat,15.0,,x,[100],2435718761.0,56.0,0.0,0.0,84.0,148587958.0,7.0,116110351.0,69230405.0,140.0,82622880.0,11.0,12400.0,20.0,84.0,123.0,42.0
Procyon lotor,GCA_028646535.1,representative genome,na,PRJNA512907,SAMN10973748,JAQQSY000000000.1,9654,9654,na,Sample0574,latest,Chromosome,Major,Full,2023-02-16,pl-1k,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/646/535/GCA_028646535.1_pl-1k,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,819431.0,819431.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Common raccoon (+),20.0,,x,[100],2525713215.0,57767.0,0.0,0.0,819431.0,114539748.0,9.0,45092999.0,1092.0,877198.0,34230.0,20058.0,20620928.0,19.0,819431.0,819431.0,42.0
Propithecus verreauxi,GCA_963575125.1,representative genome,na,PRJEB67744,SAMEA112482930,CAUYTA000000000.1,34825,34825,na,na,latest,Scaffold,Major,Full,2023-10-31,PGDP_ProVer,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/125/GCA_963575125.1_PGDP_ProVer,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,149482.0,149482.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na,Indriidae,Sifaka,,18.2,x,[143],2220164934,88,0,0,149482,30587,20908,15519,7419,149534,30586,20908,5144,0,149482,149482,41
Pseudois nayaur,GCA_003182575.1,representative genome,na,PRJNA438286,SAMN06233878,NIZD00000000.1,59542,59542,na,QHXNZ,latest,Scaffold,Major,Full,2018-05-31,ASM318257v1,Northwest A&F University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/182/575/GCA_003182575.1_ASM318257v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,214772.0,214772.0,Northwest A&F University,Annotation submitted by Northwest A&F University,,0.0,0.0,0.0,na, ,Bharal,,15.0,x,[100],2584167189,5516,0,0,214772,21385,34329,10948,5751,220288,20979,35042,282603,0,214772,214772,42
Pteronura brasiliensis,GCA_004024605.1,representative genome,na,PRJNA399365,SAMN07678049,PJEN00000000.1,9672,9672,na,BS51,latest,Scaffold,Major,Full,2019-01-15,PteBra_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/605/GCA_004024605.1_PteBra_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,644728.0,644728.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Giant otter,,12.8,x,[143],2602275310.0,7431.0,0.0,0.0,644728.0,119023.0,5906.0,47104.0,8509.0,652159.0,90879.0,7780.0,743100.0,0.0,644728.0,644728.0,41.5
Pteropus giganteus,GCA_902729225.1,representative genome,na,PRJEB32728,SAMEA5634742,CACVBW000000000.1,143291,143291,na,na,latest,Scaffold,Major,Full,2020-04-15,Ma_sr-lr_union100,CIRI-Inserm-U1111,GCF_902729225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/729/225/GCA_902729225.1_Ma_sr-lr_union100,na,na,haploid,vertebrate_mammalian,1985219947.0,1967310502.0,40.0,0.0,16113.0,16113.0,CIRI-Inserm-U1111,Annotation submitted by CIRI-Inserm-U1111,,0.0,0.0,0.0,na, ,Flying fox,,31.4,x,[143],1985219947,16745,0,0,16113,18871253,32,7402244,2570723,32858,255763,2141,17909445,0,16113,16113,40
Pteropus giganteus,GCF_902729225.1,representative genome,na,PRJNA703023,SAMEA5634742,CACVBW000000000.1,143291,143291,na,na,latest,Scaffold,Major,Full,2020-04-15,Ma_sr-lr_union100,CIRI-Inserm-U1111,GCA_902729225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/729/225/GCF_902729225.1_Ma_sr-lr_union100,na,na,haploid,vertebrate_mammalian,1985219947.0,1967310502.0,40.0,0.0,16113.0,16113.0,NCBI RefSeq,NCBI Pteropus giganteus Annotation Release 100,,42243.0,19574.0,7365.0,na, ,Flying fox,,31.4,x,[143],1985219947,16745,0,0,16113,18871253,32,7402244,2570723,32858,255763,2141,17909445,0,16113,16113,1985219947
Pygathrix nemaeus,GCA_004024825.1,representative genome,na,PRJNA399415,SAMN07678108,PVHW000000000.1,54133,54133,na,BS24,latest,Scaffold,Major,Full,2019-01-15,PygNem_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/825/GCA_004024825.1_PygNem_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,1431093.0,1431093.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Red-shanked douc langur (+),,25.0,m,[104],3217150031,14638,0,0,1431093,68569,12661,25441,501,1445731,51434,17062,1463800,0,1431093,1431093,3217150031
Rattus rattus,GCA_011064425.1,representative genome,na,PRJNA574245,SAMN12855339,JAAIVD000000000.1,10117,10117,na,New Zealand,latest,Chromosome,Major,Full,2020-03-04,Rrattus_CSIRO_v1,CSIRO,GCF_011064425.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/425/GCA_011064425.1_Rrattus_CSIRO_v1,na,na,haploid,vertebrate_mammalian,,,42.0,20.0,2172.0,2172.0,CSIRO,Annotation submitted by CSIRO,,0.0,0.0,0.0,na, ,Rat,,4.2,x,[207],2382770976.0,5674.0,0.0,0.0,2172.0,158824752.0,6.0,96709702.0,79318243.0,7846.0,1635336.0,371.0,552721.0,20.0,2172.0,2172.0,42.0
Rattus rattus,GCF_011064425.1,representative genome,na,PRJNA612505,SAMN12855339,JAAIVD000000000.1,10117,10117,na,New Zealand,latest,Chromosome,Major,Full,2020-03-04,Rrattus_CSIRO_v1,CSIRO,GCA_011064425.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/425/GCF_011064425.1_Rrattus_CSIRO_v1,na,na,haploid,vertebrate_mammalian,,,42.0,20.0,2172.0,2172.0,NCBI RefSeq,NCBI Rattus rattus Annotation Release 100,,32100.0,21597.0,3708.0,18725306, ,Rat,,4.2,x,[207],2382787281.0,5674.0,0.0,0.0,2173.0,158824752.0,6.0,96709702.0,79318243.0,7847.0,1635336.0,371.0,552721.0,21.0,2173.0,2173.0,42.0
Redunca redunca,GCA_006410935.1,representative genome,na,PRJNA438286,SAMN08714512,SJYQ00000000.1,59556,59556,na,BHR-557,latest,Scaffold,Major,Full,2019-06-24,BHR,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/935/GCA_006410935.1_BHR,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,534502.0,534502.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Bohor reedbuck,,10.0,x,[100],2724978760.0,167349.0,0.0,0.0,534502.0,423407.0,1625.0,114373.0,1817.0,701851.0,39282.0,17725.0,64133745.0,0.0,534502.0,534502.0,42.5
Rhabdomys pumilio,GCA_030674055.1,representative genome,na,PRJNA858857,SAMN29758252,JANHMN000000000.1,121573,121573,strain=GNRSAF10,na,latest,Scaffold,Major,Full,2023-08-07,PU_Rpum_1.0,Princeton University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/055/GCA_030674055.1_PU_Rpum_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,5491.0,5491.0,Princeton University,Annotation submitted by Princeton University,,0.0,0.0,0.0,37480852, ,Four-striped grass mouse,,2.9,x,[143],2326172287,86651,0,0,5491,83564217,7,69173844,49082769,92142,45029,15521,24478986,0,5491,5491,41
Rhinoceros unicornis,GCA_028646465.1,representative genome,na,PRJNA512907,SAMN14122078,JAQQSS000000000.1,9809,9809,na,Sample0755,latest,Chromosome,Major,Full,2023-02-16,Rhinoceros_unicornis_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/646/465/GCA_028646465.1_Rhinoceros_unicornis_HiC,na,na,haploid,vertebrate_mammalian,,,41.0,41.0,273665.0,273665.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Indian rhinoceros,49.0,,x,[21],2631998212.0,33235.0,0.0,0.0,273665.0,56870999.0,18.0,31391370.0,330323.0,306900.0,105810.0,6990.0,12423557.0,41.0,273665.0,273665.0,41.0
Rhinolophus ferrumequinum,GCA_004115265.3,representative genome,na,PRJNA489106,SAMN09948510,RXPC00000000.1,59479,59479,na,MPI-CBG mRhiFer1,latest,Chromosome,Minor,Full,2019-05-17,mRhiFer1_v1.p,Vertebrate Genomes Project,GCF_004115265.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/265/GCA_004115265.3_mRhiFer1_v1.p,na,na,haploid,vertebrate_mammalian,2075768562.0,2068222471.0,40.5,28.0,134.0,134.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,33910595;32699395;33911273,Rhinolophidae,Horseshoe bat (+),30.0,,x,[39],2075785400.0,155.0,0.0,0.0,135.0,88025743.0,11.0,60482744.0,44817474.0,290.0,31900497.0,22.0,7546091.0,29.0,135.0,135.0,40.5
Rhinolophus ferrumequinum,GCF_004115265.2,representative genome,na,PRJNA613604,SAMN09948510,RXPC00000000.1,59479,59479,na,MPI-CBG mRhiFer1,latest,Chromosome,Minor,Full,2019-05-16,mRhiFer1_v1.p,Vertebrate Genomes Project,GCA_004115265.3,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/115/265/GCF_004115265.2_mRhiFer1_v1.p,na,na,haploid,vertebrate_mammalian,2075768562.0,2068222471.0,40.5,28.0,134.0,134.0,NCBI RefSeq,GCF_004115265.2-RS_2023_02,,27139.0,19652.0,3499.0,33910595;32699395;33911273,Rhinolophidae,Horseshoe bat (+),30.0,,x,[39],2075768562.0,155.0,0.0,0.0,134.0,88025743.0,11.0,60482744.0,44817474.0,289.0,31900497.0,22.0,7546091.0,28.0,134.0,134.0,40.5
Rhombomys opimus,GCA_010120015.1,representative genome,na,PRJNA491814,SAMN10089360,REGO00000000.1,186474,186474,na,Great_gerbil_Xinjiang_2013_1,latest,Scaffold,Major,Full,2020-02-04,ASM1012001v1,University of Oslo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/120/015/GCA_010120015.1_ASM1012001v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6389.0,6389.0,University of Oslo,Annotation submitted by University of Oslo,,0.0,0.0,0.0,31971556, ,Great gerbil,4.0,,f,[225] [263],2376008858,99629,0,0,6389,3610217,189,1599930,675794,106018,56880,10621,159520182,0,6389,6389,2376008858
Saguinus imperator,GCA_004024885.1,representative genome,na,PRJNA399417,SAMN07678110,PVHO000000000.1,9491,9491,na,BS22,latest,Scaffold,Major,Full,2019-01-15,SagImp_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/885/GCA_004024885.1_SagImp_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,1666189.0,1666189.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Long-tusked tamarin,,20.2,m,[104],3493717886,8881,0,0,1666189,65636,12800,11666,486,1675070,53787,15912,888100,0,1666189,1666189,3493717886
Saguinus oedipus,GCA_031835075.1,representative genome,na,PRJNA951749,SAMN34055629,JASSZA000000000.1,9490,9490,na,B95-8,latest,Chromosome,Major,Full,2023-09-25,ASM3183507v1,The Ohio State University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/835/075/GCA_031835075.1_ASM3183507v1,na,na,haploid,vertebrate_mammalian,,,41.0,23.0,439.0,439.0,The Ohio State University,Annotation submitted by The Ohio State University,,41012.0,41005.0,7.0,na, ,Cotton top tamarin (+),,23.1,m,[104],3240197989.0,34.0,0.0,0.0,440.0,148490209.0,9.0,120570710.0,49308987.0,474.0,91852676.0,12.0,60849.0,24.0,440.0,440.0,41.0
Saiga tatarica,GCA_004024985.1,representative genome,na,PRJNA399418,SAMN07678151,PVIK000000000.1,34875,34875,na,BS49,latest,Scaffold,Major,Full,2019-01-15,SaiTat_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/985/GCA_004024985.1_SaiTat_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,1772199.0,1772199.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Saiga antelope,10.0,,x,[100],2876186568,2867,0,0,1772199,6453,119405,2391,399,1775066,6406,122170,286700,0,1772199,1772199,2876186568
Saimiri sciureus,GCA_963573345.1,representative genome,na,PRJEB67744,SAMEA14464542,CAUYNK000000000.1,9521,9521,na,TRO588,latest,Scaffold,Major,Full,2023-11-01,PGDP_SaiSci,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/573/345/GCA_963573345.1_PGDP_SaiSci,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,182793.0,182793.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Common squirrel monkey,21.0,,x,[100],2584609027,187,0,0,182793,28615,25849,14024,6530,182887,28615,25849,12870,0,182793,182793,41
